Time,Driver/LeftX,Operator/LeftX,
,,,
0.035570000000065195,0.0,0.0,
0.08301000000000931,0.0,0.0,
0.09265599999995902,0.0,0.0,
0.10054300000006333,0.0,0.0,
0.10455300000007264,0.0,0.0,
0.10953899999987333,0.0,0.0,
0.11413299999991432,0.0,0.0,
0.11828799999994226,0.0,0.0,
0.12247500000009313,0.0,0.0,
0.12633700000005774,0.0,0.0,
0.13276699999999256,0.0,0.0,
0.13669800000009127,0.0,0.0,
0.14087699999986217,0.0,0.0,
0.14573200000007636,0.0,0.0,
0.1511329999999143,0.0,0.0,
0.15513899999996647,0.0,0.0,
0.16018299999996088,0.0,0.0,
0.16419699999992735,0.0,0.0,
0.1681040000000503,0.0,0.0,
0.1739099999999162,0.0,0.0,
0.18652000000001862,0.0,0.0,
0.1984320000000298,0.0,0.0,
0.21026600000006146,0.0,0.0,
0.22052199999988079,0.0,0.0,
0.23244699999992735,0.0,0.0,
0.24229799999995158,0.0,0.0,
0.2543540000000503,0.0,0.0,
0.26372500000009313,0.0,0.0,
0.27558299999986774,0.0,0.0,
0.28985100000002423,0.0,0.0,
0.3116119999999646,0.0,0.0,
0.32997200000006705,0.0,0.0,
0.3383100000000559,0.0,0.0,
0.34951900000008757,0.0,0.0,
0.35854199999989944,0.0,0.0,
0.37301000000000933,0.0,0.0,
0.37708599999989384,0.0,0.0,
0.3809210000000894,0.0,0.0,
0.38521699999994596,0.0,0.0,
0.39128499999991617,0.0,0.0,
0.39554099999996833,0.0,0.0,
0.3997819999998901,0.0,0.0,
0.4043999999999069,0.0,0.0,
0.42430199999990875,0.0,0.0,
0.4796769999999087,0.0,0.0,
0.4927469999999739,0.0,0.0,
0.4968759999999311,0.0,0.0,
0.501939000000013,0.0,0.0,
0.5174729999999982,0.0,0.0,
0.532939000000013,0.0,0.0,
0.5533799999998883,0.0,0.0,
0.5733559999999125,0.0,0.0,
0.5929450000000652,0.0,0.0,
0.6129930000000168,0.0,0.0,
0.6329799999999813,0.0,0.0,
0.6530819999999367,0.0,0.0,
0.6730249999999068,0.0,0.0,
0.6929960000000428,0.0,0.0,
0.7155419999998994,0.0,0.0,
0.7331159999999217,0.0,0.0,
0.7534390000000131,0.0,0.0,
0.7732639999999664,0.0,0.0,
0.7932700000000186,0.0,0.0,
0.8128589999999385,0.0,0.0,
0.8328689999999479,0.0,0.0,
0.8530719999999273,0.0,0.0,
0.8728100000000559,0.0,0.0,
0.8933030000000727,0.0,0.0,
0.9145239999999758,0.0,0.0,
0.9330800000000745,0.0,0.0,
0.9530579999999609,0.0,0.0,
0.974653999999864,0.0,0.0,
1.0001699999999254,0.0,0.0,
1.0139429999999703,0.0,0.0,
1.0332239999999293,0.0,0.0,
1.0549860000000335,0.0,0.0,
1.0737379999998957,0.0,0.0,
1.093095999999903,0.0,0.0,
1.113067000000039,0.0,0.0,
1.1334499999999534,0.0,0.0,
1.1558359999998937,0.0,0.0,
1.1729120000000113,0.0,0.0,
1.194936999999918,0.0,0.0,
1.2132239999999292,0.0,0.0,
1.2333529999998865,0.0,0.0,
1.2530090000000782,0.0,0.0,
1.2731780000000728,0.0,0.0,
1.2932979999999517,0.0,0.0,
1.3128270000000484,0.0,0.0,
1.333314999999944,0.0,0.0,
1.3560260000000708,0.0,0.0,
1.374716000000015,0.0,0.0,
1.3950540000000038,0.0,0.0,
1.4131269999998621,0.0,0.0,
1.4341049999999813,0.0,0.0,
1.454655000000028,0.0,0.0,
1.479935999999987,0.0,0.0,
1.4933209999999963,0.0,0.0,
1.513249000000069,0.0,0.0,
1.5327860000000801,0.0,0.0,
1.5535219999998808,0.0,0.0,
1.5730689999999012,0.0,0.0,
1.5928869999998714,0.0,0.0,
1.6130979999999981,0.0,0.0,
1.6332120000000578,0.0,0.0,
1.652875,0.0,0.0,
1.673744999999879,0.0,0.0,
1.6953100000000558,0.0,0.0,
1.712557999999961,0.0,0.0,
1.7329480000000912,0.0,0.0,
1.7528329999998677,0.0,0.0,
1.7728549999999814,0.0,0.0,
1.793183999999892,0.0,0.0,
1.8130109999999404,0.0,0.0,
1.832875,0.0,0.0,
1.8526999999999534,0.0,0.0,
1.872560000000056,0.0,0.0,
1.8932090000000317,0.0,0.0,
1.9144769999999554,0.0,0.0,
1.9329299999999348,0.0,0.0,
1.9529890000000596,0.0,0.0,
1.9734839999999385,0.0,0.0,
1.9929509999998845,0.0,0.0,
2.015827000000048,0.0,0.0,
2.0344579999998675,0.0,0.0,
2.0526659999999683,0.0,0.0,
2.073222000000067,0.0,0.0,
2.094023000000045,0.0,0.0,
2.114145000000019,0.0,0.0,
2.1338549999999814,0.0,0.0,
2.15283899999992,0.0,0.0,
2.173067000000039,0.0,0.0,
