Time,Driver/LeftX,Operator/LeftX,
,,,
0.007938000000000101,-0.015625,0.0,
0.056475000000000365,-0.015625,0.0,
0.07105000000000108,-0.015625,0.0,
0.08202400000000125,-0.015625,0.0,
0.09414100000000145,-0.015625,0.0,
0.10664600000000064,-0.015625,0.0,
0.11170300000000134,-0.015625,0.0,
0.1150079999999998,-0.015625,0.0,
0.11794200000000092,-0.015625,0.0,
0.12095600000000013,-0.015625,0.0,
0.12601900000000024,-0.015625,0.0,
0.12690800000000127,-0.015625,0.0,
0.1277930000000015,-0.015625,0.0,
0.128496000000001,-0.015625,0.0,
0.1291810000000005,-0.015625,0.0,
0.13004700000000047,-0.015625,0.0,
0.13284400000000096,-0.015625,0.0,
0.13466700000000129,-0.015625,0.0,
0.13600799999999982,-0.015625,0.0,
0.1378090000000011,-0.015625,0.0,
0.14116600000000107,-0.015625,0.0,
0.1447470000000012,-0.015625,0.0,
0.14670300000000133,-0.015625,0.0,
0.14875100000000022,-0.015625,0.0,
0.15065500000000065,-0.015625,0.0,
0.15257000000000154,-0.015625,0.0,
0.15513200000000144,-0.015625,0.0,
0.15730400000000008,-0.015625,0.0,
0.1591980000000003,-0.015625,0.0,
0.1612390000000014,-0.015625,0.0,
0.16478100000000087,-0.015625,0.0,
0.1666149999999998,-0.015625,0.0,
0.1691810000000005,-0.015625,0.0,
0.17125900000000002,-0.015625,0.0,
0.17411300000000118,-0.015625,0.0,
0.18952900000000045,-0.015625,0.0,
0.20939199999999983,-0.015625,0.0,
0.22934699999999975,-0.015625,0.0,
0.24935300000000096,-0.015625,0.0,
0.2693420000000005,-0.015625,0.0,
0.28931100000000154,-0.015625,0.0,
0.3093130000000001,-0.015625,0.0,
0.32945300000000133,-0.015625,0.0,
0.34933600000000115,-0.015625,0.0,
0.36947199999999975,-0.015625,0.0,
0.389366,-0.015625,0.0,
0.40943900000000033,-0.015625,0.0,
0.4293119999999999,-0.015625,0.0,
0.44932700000000114,-0.015625,0.0,
0.46937200000000123,-0.015625,0.0,
0.4893270000000011,-0.015625,0.0,
0.5093290000000016,-0.015625,0.0,
0.5293240000000006,-0.015625,0.0,
0.5492960000000002,-0.015625,0.0,
0.5693310000000001,-0.015625,0.0,
0.5893610000000008,-0.015625,0.0,
0.6093540000000012,-0.015625,0.0,
0.6294180000000015,-0.015625,0.0,
0.649375,-0.015625,0.0,
0.6695300000000006,-0.015625,0.0,
0.6895,-0.015625,0.0,
0.7095,-0.015625,0.0,
0.7292960000000003,-0.015625,0.0,
0.7495100000000002,-0.015625,0.0,
0.7700030000000007,-0.015625,0.0,
0.7892470000000013,-0.015625,0.0,
0.8093290000000015,-0.015625,0.0,
0.8292870000000002,-0.015625,0.0,
0.8492750000000014,-0.015625,0.0,
0.8693010000000013,-0.015625,0.0,
0.8892530000000006,-0.015625,0.0,
0.9092870000000003,-0.015625,0.0,
0.9292870000000003,-0.015625,0.0,
0.9492900000000009,-0.015625,0.0,
0.9692790000000004,-0.015625,0.0,
0.9892820000000011,-0.015625,0.0,
1.0094390000000002,-0.015625,0.0,
1.0292840000000014,-0.015625,0.0,
1.0492870000000003,-0.015625,0.0,
1.0693370000000013,-0.015625,0.0,
1.0894260000000013,-0.015625,0.0,
1.109276,-0.015625,0.0,
1.1294490000000006,-0.015625,0.0,
1.1492700000000005,-0.015625,0.0,
1.1692610000000003,-0.015625,0.0,
1.1894230000000008,-0.015625,0.0,
1.2092999999999994,-0.015625,0.0,
1.2292669999999999,-0.015625,0.0,
1.2493150000000024,-0.015625,0.0,
1.2692999999999992,-0.015625,0.0,
1.2892890000000006,-0.015625,0.0,
1.3093250000000007,-0.015625,0.0,
1.329272000000001,-0.015625,0.0,
1.3492930000000014,-0.015625,0.0,
1.3693650000000015,-0.015625,0.0,
1.3893889999999993,-0.015625,0.0,
1.4092979999999988,-0.015625,0.0,
1.4299660000000003,-0.015625,0.0,
1.4493060000000004,-0.015625,0.0,
1.4693369999999994,-0.015625,0.0,
1.4892920000000012,-0.015625,0.0,
1.5092970000000023,-0.015625,0.0,
1.5292700000000004,-0.015625,0.0,
1.5493029999999999,-0.015625,0.0,
1.569291000000001,-0.015625,0.0,
1.589304,-0.015625,0.0,
1.6092410000000017,-0.015625,0.0,
1.6293240000000004,-0.015625,0.0,
1.649350000000002,-0.015625,0.0,
1.6694239999999991,-0.015625,0.0,
1.689285,-0.015625,0.0,
1.7093140000000022,-0.015625,0.0,
1.7292610000000022,-0.015625,0.0,
1.7493009999999996,-0.015625,0.0,
1.769315999999999,-0.015625,0.0,
1.7893510000000024,-0.015625,0.0,
1.809402000000002,-0.015625,0.0,
1.8294959999999991,-0.015625,0.0,
1.849331000000002,-0.015625,0.0,
1.8693359999999992,-0.015625,0.0,
1.8893529999999992,-0.015625,0.0,
1.9093130000000018,-0.015625,0.0,
1.929285,-0.015625,0.0,
1.9493220000000002,-0.015625,0.0,
1.9692720000000008,-0.015625,0.0,
1.9892920000000012,-0.015625,0.0,
2.0093860000000023,-0.015625,0.0,
2.0292799999999986,-0.015625,0.0,
2.049321,-0.015625,0.0,
2.069333999999999,-0.015625,0.0,
