Time,Driver/LeftX,Operator/LeftX,
,,,
0.07542399999999998,0.0,0.0,
0.12770899999999982,0.0,0.0,
0.1489390000000003,0.0,0.0,
0.16310800000000017,0.0,0.0,
0.17991600000000016,0.0,0.0,
0.20082600000000003,0.0,0.0,
0.2159939999999997,0.0,0.0,
0.22053799999999957,0.0,0.0,
0.22847199999999976,0.0,0.0,
0.23626299999999992,0.0,0.0,
0.2403100000000004,0.0,0.0,
0.24779600000000027,0.0,0.0,
0.25160699999999997,0.0,0.0,
0.25694800000000034,0.0,0.0,
0.26355299999999987,0.0,0.0,
0.26973199999999997,0.0,0.0,
0.27495300000000045,0.0,0.0,
0.2806120000000001,0.0,0.0,
0.2864549999999999,0.0,0.0,
0.29340999999999984,0.0,0.0,
0.29727700000000007,0.0,0.0,
0.3045619999999999,0.0,0.0,
0.309924,0.0,0.0,
0.3158990000000003,0.0,0.0,
0.32208600000000026,0.0,0.0,
0.32866299999999954,0.0,0.0,
0.33635999999999966,0.0,0.0,
0.340625,0.0,0.0,
0.348473,0.0,0.0,
0.3569380000000001,0.0,0.0,
0.36177099999999973,0.0,0.0,
0.36816899999999986,0.0,0.0,
0.3741000000000004,0.0,0.0,
0.3802460000000001,0.0,0.0,
0.38789999999999963,0.0,0.0,
0.39416200000000023,0.0,0.0,
0.4008100000000004,0.0,0.0,
0.40814300000000003,0.0,0.0,
0.41391700000000037,0.0,0.0,
0.4196700000000001,0.0,0.0,
0.4283140000000003,0.0,0.0,
0.43248999999999976,0.0,0.0,
0.43903600000000004,0.0,0.0,
0.4455609999999997,0.0,0.0,
0.4529430000000002,0.0,0.0,
0.45971699999999965,0.0,0.0,
0.46523999999999976,0.0,0.0,
0.47265800000000036,0.0,0.0,
0.4783959999999997,0.0,0.0,
0.48502900000000043,0.0,0.0,
0.4923119999999999,0.0,0.0,
0.4978100000000004,0.0,0.0,
0.5037209999999995,0.0,0.0,
0.5109470000000002,0.0,0.0,
0.5161729999999998,0.0,0.0,
0.5213400000000001,0.0,0.0,
0.5294549999999999,0.0,0.0,
0.5352979999999998,0.0,0.0,
0.5412370000000001,0.0,0.0,
0.5496400000000004,0.0,0.0,
0.555379,0.0,0.0,
0.5607520000000004,0.0,0.0,
0.5666300000000001,0.0,0.0,
0.5718339999999998,0.0,0.0,
0.5768059999999996,0.0,0.0,
0.5816930000000002,0.0,0.0,
0.5890959999999995,0.0,0.0,
0.59404,0.0,0.0,
0.5990640000000003,0.0,0.0,
0.6041540000000004,0.0,0.0,
0.6103199999999998,0.0,0.0,
0.6154780000000001,0.0,0.0,
0.618964,0.0,0.0,
0.6228159999999998,0.0,0.0,
0.6286629999999995,0.0,0.0,
0.6328440000000001,0.0,0.0,
0.6371390000000001,0.0,0.0,
0.6411040000000002,0.0,0.0,
0.6470550000000003,0.0,0.0,
0.6514319999999998,0.0,0.0,
0.6555060000000004,0.0,0.0,
0.6792259999999997,0.0,0.0,
0.693076,0.0,0.0,
0.7115870000000004,0.0,0.0,
0.7318950000000004,0.0,0.0,
0.7518090000000002,0.0,0.0,
0.7721660000000001,0.0,0.0,
0.7923879999999999,0.0,0.0,
0.8114880000000003,0.0,0.0,
0.8319970000000003,0.0,0.0,
0.8513710000000001,0.0,0.0,
0.8723620000000001,0.0,0.0,
0.8925010000000002,0.0,0.0,
0.9120630000000001,0.0,0.0,
0.9318890000000001,0.0,0.0,
0.951433,0.0,0.0,
0.9712860000000001,0.0,0.0,
0.9919089999999996,0.0,0.0,
1.0116080000000003,0.0,0.0,
